CustomerID  NumberOfSales
11398       3
11575       3
11568       3
11603       3
11604       3
11609       3
11610       3
11612       3
11493       3
11494       3
11496       3
11472       3
11488       3
11489       3
11491       3
11547       3
11548       3
11549       3
11550       3
11224       3
11191       3
11171       3
11175       3
11252       3
11263       3
11257       3
11259       3
11134       3
11090       3
11146       3
11147       3
11148       3
11149       3
11150       3
11151       3
11079       3
11080       3
11120       3
11121       3
11122       3
11123       3
11124       3
11125       3
11126       3
11092       3
11093       3
11094       3
11095       3
11096       3
11097       3
11098       3
11099       3
11100       3
11101       3
11102       3
11103       3
11104       3
11105       3
11106       3
11107       3
11108       3
11109       3
11110       3
11111       3
11112       3
11113       3
11114       3
11115       3
11116       3
11117       3
11118       3
11017       3
11018       3
11025       3
11026       3
11027       3
11028       3
11029       3
11030       3
11031       3
11032       3
11033       3
11034       3
11035       3
11000       3
11001       3
11002       3
11003       3
11004       3
11005       3
11006       3
11007       3
11008       3
11009       3
11010       3
11011       3
11038       3
11039       3
11044       3
11046       3
11047       3
11048       3
11050       3
11052       3
11054       3
11055       3
11056       3
11057       3
11058       3
11059       3
11060       3
11061       3
11068       3
11069       3
11070       3
11071       3
11072       3
11073       3
11074       3
11075       3
11076       3
11077       3
11929       3
11930       3
11892       3
11893       3
11894       3
11895       3
11896       3
11897       3
11898       3
11899       3
11900       3
11901       3
11902       3
11903       3
11904       3
11905       3
11906       3
11907       3
11908       3
11909       3
11910       3
11911       3
11912       3
11913       3
11914       3
11915       3
11916       3
11917       3
11918       3
11919       3
11920       3
11921       3
11942       3
11943       3
11944       3
11951       3
11952       3
11963       3
11964       3
11965       3
11966       3
11967       3
11968       3
11969       3
11976       3
11977       3
11749       3
11750       3
11751       3
11752       3
11753       3
11754       3
11755       3
11756       3
11757       3
11758       3
11759       3
11760       3
11761       3
11762       3
11763       3
11764       3
11765       3
11766       3
11767       3
11768       3
11615       3
11616       3
12034       3
12035       3
12036       3
12037       3
12038       3
12039       3
11986       3
11987       3
11988       3
11989       3
11990       3
11991       3
11992       3
11993       3
11994       3
11995       3
11996       3
11997       3
11998       3
11999       3
12000       3
12001       3
12002       3
12003       3
12004       3
12005       3
12006       3
12007       3
12008       3
12009       3
12010       3
12011       3
12012       3
11946       3
11947       3
12222       3
12214       3
12215       3
12216       3
12210       3
12263       3
12264       3
12239       3
12292       3
12299       3
12289       3
12305       3
12271       3
12272       3
12277       3
12281       3
12282       3
12283       3
12284       3
12286       3
12287       3
13576       3
13553       3
13554       3
13555       3
13556       3
13551       3
13540       3
13541       3
13558       3
13559       3
13560       3
13517       3
13486       3
13491       3
13466       3
13407       3
13408       3
13404       3
13411       3
13423       3
13330       3
13350       3
13285       3
13289       3
13290       3
13303       3
13251       3
13252       3
13253       3
13254       3
13222       3
13206       3
13197       3
13198       3
13199       3
13201       3
13137       3
13138       3
13139       3
13140       3
13141       3
13155       3
13158       3
13159       3
13160       3
13075       3
13076       3
13077       3
13078       3
13079       3
13080       3
13081       3
13082       3
13089       3
13090       3
13091       3
13103       3
13104       3
13105       3
13106       3
13107       3
13108       3
13109       3
13110       3
13111       3
13112       3
13113       3
13114       3
13115       3
13116       3
13117       3
13118       3
13119       3
13120       3
13121       3
13122       3
13123       3
13124       3
13125       3
13126       3
13127       3
13128       3
13129       3
13130       3
13131       3
13132       3
13133       3
13134       3
13135       3
13038       3
13047       3
13048       3
13049       3
13050       3
13051       3
12987       3
12988       3
12989       3
12990       3
12991       3
12992       3
12993       3
12994       3
12995       3
12996       3
12997       3
12998       3
12999       3
13000       3
13001       3
13002       3
13003       3
13004       3
13005       3
13006       3
13007       3
13008       3
13009       3
13010       3
13011       3
13012       3
13013       3
12805       3
12806       3
12807       3
12808       3
12859       3
12873       3
12874       3
12754       3
12742       3
12750       3
12752       3
12738       3
12745       3
12715       3
12658       3
12647       3
12648       3
12653       3
12630       3
12637       3
12640       3
12644       3
12645       3
12665       3
12666       3
12667       3
12668       3
12669       3
12670       3
12671       3
12672       3
12673       3
12674       3
12675       3
12676       3
12677       3
12678       3
12679       3
12680       3
12681       3
12682       3
12683       3
12684       3
12685       3
12686       3
12687       3
12688       3
12689       3
12690       3
12691       3
12692       3
12693       3
12694       3
12695       3
12696       3
12697       3
12698       3
12699       3
12700       3
12701       3
12702       3
12703       3
12704       3
12705       3
12706       3
12634       3
12615       3
12619       3
12620       3
12621       3
12622       3
12623       3
12606       3
12607       3
12608       3
12609       3
12599       3
12612       3
12559       3
12560       3
12526       3
12490       3
12492       3
12486       3
12473       3
12509       3
12510       3
12459       3
12460       3
12461       3
12462       3
12463       3
12404       3
12397       3
12398       3
12394       3
12402       3
12369       3
12370       3
12371       3
12372       3
12335       3
12380       3
12381       3
12382       3
12384       3
12385       3
12390       3
12391       3
12315       3
12316       3
12317       3
12318       3
12328       3
12337       3
12338       3
12339       3
12340       3
12341       3
12342       3
12343       3
12344       3
12345       3
12346       3
12347       3
12348       3
12349       3
12350       3
12351       3
12352       3
12353       3
12354       3
12355       3
12356       3
12357       3
12358       3
12359       3
12360       3
12361       3
15815       3
15816       3
15847       3
15856       3
15859       3
15863       3
15864       3
15866       3
15868       3
15872       3
15874       3
15878       3
15879       3
15920       3
15921       3
15923       3
15924       3
15925       3
15926       3
15927       3
15928       3
15929       3
15931       3
15932       3
15933       3
15942       3
15943       3
15974       3
16005       3
16033       3
16045       3
16046       3
16053       3
16054       3
16071       3
16106       3
16133       3
16085       3
16089       3
16096       3
16097       3
16149       3
15748       3
15660       3
15661       3
15662       3
15657       3
15675       3
15676       3
15677       3
15678       3
15684       3
15685       3
15687       3
15688       3
15691       3
15692       3
15693       3
15695       3
15702       3
15697       3
15699       3
15700       3
15710       3
15478       3
15494       3
15507       3
15511       3
15526       3
15536       3
15543       3
15559       3
15564       3
15571       3
15572       3
15623       3
15624       3
15625       3
15626       3
15627       3
15630       3
15631       3
15632       3
15637       3
15638       3
15652       3
15653       3
15197       3
15310       3
15340       3
15354       3
15357       3
15376       3
15377       3
15378       3
15413       3
15402       3
15418       3
15440       3
15453       3
15468       3
15488       3
15498       3
14897       3
14906       3
14904       3
14928       3
14929       3
14931       3
14937       3
14939       3
14940       3
14941       3
14947       3
14949       3
14950       3
14976       3
14984       3
14991       3
15007       3
15008       3
15047       3
15048       3
15051       3
15056       3
15058       3
15059       3
15062       3
15077       3
15078       3
15084       3
15085       3
15086       3
15080       3
15082       3
15093       3
15094       3
15095       3
15100       3
15101       3
15097       3
15106       3
15116       3
15117       3
15118       3
15120       3
15121       3
15122       3
15114       3
15127       3
15133       3
15134       3
15129       3
15130       3
15157       3
15162       3
13841       3
13768       3
13769       3
13770       3
13771       3
13751       3
13765       3
13777       3
13782       3
13784       3
13794       3
13792       3
13822       3
13823       3
13693       3
13690       3
13697       3
13668       3
13669       3
13670       3
13685       3
13686       3
13732       3
13607       3
13600       3
13602       3
13643       3
13644       3
13645       3
13646       3
13647       3
13648       3
13649       3
13650       3
13651       3
13590       3
13591       3
13581       3
13583       3
13584       3
13585       3
13613       3
13614       3
13615       3
13616       3
13617       3
13618       3
13619       3
13620       3
13621       3
13622       3
13623       3
13624       3
13625       3
13626       3
13627       3
13628       3
13629       3
13630       3
13631       3
13632       3
13633       3
13634       3
13635       3
13636       3
13637       3
13638       3
13639       3
13970       3
13971       3
13964       3
13965       3
13966       3
13967       3
13968       3
13953       3
13954       3
13955       3
13957       3
13958       3
13959       3
13960       3
13973       3
13974       3
13975       3
13936       3
14012       3
14020       3
14030       3
14031       3
14032       3
14033       3
14038       3
14039       3
14045       3
14046       3
14047       3
14048       3
14049       3
14050       3
14051       3
14054       3
14055       3
14056       3
14062       3
14063       3
14064       3
14065       3
14066       3
14198       3
14191       3
14195       3
14189       3
14203       3
14209       3
14210       3
14211       3
14214       3
14215       3
14216       3
14218       3
14219       3
14220       3
14146       3
14150       3
14157       3
14160       3
14161       3
14162       3
14163       3
14164       3
14171       3
14181       3
14183       3
14058       3
14070       3
14071       3
14087       3
14099       3
14100       3
14101       3
14102       3
14103       3
14119       3
14359       3
14363       3
14370       3
14371       3
14353       3
14345       3
14346       3
14316       3
14322       3
14323       3
14324       3
14325       3
14326       3
14299       3
14300       3
14301       3
14302       3
14303       3
14304       3
14305       3
14306       3
14307       3
14308       3
14310       3
14312       3
14313       3
14279       3
14286       3
14287       3
14291       3
14259       3
14260       3
14261       3
14262       3
14263       3
14264       3
14274       3
14275       3
14276       3
14277       3
14224       3
14225       3
14226       3
14230       3
14234       3
14235       3
14236       3
14238       3
14244       3
14207       3
14424       3
14425       3
14426       3
14427       3
14428       3
14429       3
14446       3
14455       3
14458       3
14480       3
14504       3
14525       3
14502       3
14561       3
14566       3
14567       3
14574       3
14582       3
14586       3
14604       3
14611       3
14626       3
14632       3
14633       3
14641       3
14655       3
14658       3
14661       3
14666       3
14667       3
14668       3
14672       3
14673       3
14676       3
14683       3
14684       3
14685       3
14686       3
14681       3
14697       3
14702       3
14712       3
14713       3
14714       3
14716       3
14719       3
14723       3
14724       3
14725       3
14760       3
14765       3
14770       3
14771       3
14773       3
14774       3
14775       3
14790       3
14791       3
14778       3
14830       3
14833       3
14843       3
14846       3
14847       3
14848       2
14836       2
14834       2
14831       2
14832       2
14838       2
14839       2
14840       2
14813       2
14814       2
14818       2
14819       2
14822       2
14823       2
14824       2
14806       2
14827       2
14779       2
14783       2
14784       2
14787       2
14769       2
14789       2
14808       2
14809       2
14792       2
14793       2
14794       2
14795       2
14796       2
14797       2
14798       2
14799       2
14800       2
14801       2
14802       2
14803       2
14804       2
14776       2
14777       2
14772       2
14750       2
14660       2
14722       2
14744       2
14746       2
14747       2
14752       2
14753       2
14754       2
14755       2
14756       2
14757       2
14726       2
14727       2
14728       2
14720       2
14717       2
14730       2
14731       2
14732       2
14733       2
14734       2
14735       2
14737       2
14738       2
14739       2
14740       2
14741       2
14708       2
14709       2
14705       2
14700       2
14701       2
14682       2
14664       2
14665       2
14692       2
14694       2
14677       2
14678       2
14679       2
14680       2
14674       2
14675       2
14669       2
14670       2
14671       2
14662       2
14656       2
14657       2
14643       2
14639       2
14645       2
14646       2
14647       2
14648       2
14649       2
14650       2
14651       2
14652       2
14653       2
14634       2
14613       2
14614       2
14636       2
14565       2
14610       2
14605       2
14606       2
14601       2
14602       2
14603       2
14616       2
14617       2
14584       2
14585       2
14580       2
14581       2
14589       2
14590       2
14591       2
14596       2
14597       2
14598       2
14599       2
14535       2
14572       2
14576       2
14577       2
14538       2
14539       2
14540       2
14541       2
14542       2
14545       2
14546       2
14547       2
14552       2
14553       2
14554       2
14555       2
14557       2
14558       2
14559       2
14560       2
14533       2
14529       2
14530       2
14531       2
14520       2
14521       2
14522       2
14523       2
14524       2
14498       2
14423       2
14501       2
14510       2
14516       2
14517       2
14518       2
14481       2
14494       2
14495       2
14484       2
14485       2
14486       2
14459       2
14456       2
14457       2
14464       2
14470       2
14471       2
14472       2
14473       2
14461       2
14477       2
14478       2
14447       2
14448       2
14449       2
14451       2
14452       2
14453       2
14438       2
14439       2
14440       2
14442       2
14417       2
14418       2
14419       2
14420       2
14421       2
14433       2
14434       2
14436       2
14377       2
14378       2
14379       2
14380       2
14381       2
14382       2
14385       2
14386       2
14394       2
14392       2
14398       2
14400       2
14406       2
14411       2
14412       2
14413       2
14414       2
14415       2
14208       2
14242       2
14255       2
14256       2
14239       2
14240       2
14237       2
14231       2
14232       2
14233       2
14227       2
14228       2
14229       2
14278       2
14267       2
14268       2
14270       2
14253       2
14292       2
14288       2
14289       2
14290       2
14272       2
14283       2
14284       2
14285       2
14314       2
14315       2
14311       2
14297       2
14298       2
14309       2
14317       2
14318       2
14319       2
14320       2
14321       2
14334       2
14335       2
14336       2
14337       2
14347       2
14348       2
14354       2
14355       2
14356       2
14357       2
14342       2
14343       2
14344       2
14281       2
14362       2
14374       2
14364       2
14365       2
14366       2
14367       2
14120       2
14121       2
14115       2
14116       2
14117       2
14118       2
14083       2
14086       2
14095       2
14098       2
14109       2
14123       2
14124       2
14125       2
14126       2
14127       2
14128       2
14129       2
14130       2
14131       2
14132       2
14133       2
14134       2
14137       2
14138       2
14139       2
14140       2
14141       2
14112       2
14143       2
14104       2
14105       2
14106       2
14088       2
14089       2
14072       2
14073       2
14074       2
14059       2
14060       2
14061       2
14080       2
14081       2
14184       2
14175       2
14172       2
14167       2
14169       2
14170       2
14165       2
14158       2
14159       2
14154       2
14155       2
14156       2
14147       2
14148       2
14149       2
14221       2
14222       2
14223       2
14217       2
14212       2
14213       2
14196       2
14194       2
14199       2
14067       2
14068       2
14069       2
14057       2
14041       2
13952       2
14044       2
14052       2
14053       2
14036       2
14037       2
14034       2
14003       2
14005       2
14006       2
14007       2
14008       2
14009       2
14010       2
14011       2
14022       2
14023       2
14024       2
14025       2
14026       2
14013       2
14014       2
14015       2
14016       2
14017       2
14018       2
14019       2
13992       2
13993       2
13994       2
13995       2
13996       2
13997       2
13998       2
13999       2
13938       2
13939       2
13917       2
13925       2
13947       2
13948       2
13949       2
13892       2
13915       2
13927       2
13976       2
13977       2
13978       2
13979       2
13961       2
13962       2
13963       2
13956       2
13969       2
13981       2
13982       2
13983       2
13984       2
13972       2
13986       2
13990       2
13640       2
13641       2
13642       2
13586       2
13582       2
13603       2
13604       2
13609       2
13599       2
13612       2
13653       2
13660       2
13661       2
13662       2
13664       2
13665       2
13666       2
13667       2
13733       2
13734       2
13735       2
13736       2
13721       2
13722       2
13741       2
13742       2
13744       2
13745       2
13746       2
13747       2
13712       2
13713       2
13714       2
13715       2
13716       2
13704       2
13705       2
13718       2
13724       2
13725       2
13726       2
13728       2
13729       2
13730       2
13687       2
13678       2
13679       2
13680       2
13657       2
13658       2
13675       2
13676       2
13691       2
13694       2
13702       2
13689       2
13700       2
13814       2
13815       2
13816       2
13793       2
13811       2
13812       2
13806       2
13807       2
13808       2
13795       2
13788       2
13789       2
13790       2
13791       2
13798       2
13799       2
13800       2
13801       2
13785       2
13783       2
13776       2
13781       2
13778       2
13779       2
13766       2
13767       2
13774       2
13772       2
13842       2
13838       2
13839       2
13840       2
13844       2
13845       2
13846       2
13847       2
13829       2
13830       2
13820       2
13821       2
13836       2
13862       2
13865       2
13866       2
13849       2
13854       2
13855       2
13856       2
13873       2
13877       2
13882       2
13883       2
13884       2
13885       2
13886       2
13887       2
13870       2
13871       2
13889       2
13890       2
13894       2
13895       2
13896       2
13897       2
13898       2
13903       2
13904       2
13905       2
13906       2
13907       2
13908       2
13909       2
13910       2
13911       2
13912       2
15166       2
15167       2
15169       2
15170       2
15171       2
15131       2
15132       2
15135       2
15136       2
15137       2
15138       2
15139       2
15140       2
15141       2
15142       2
15143       2
15144       2
15145       2
15146       2
15147       2
15148       2
15149       2
15150       2
15151       2
15152       2
15153       2
15154       2
15155       2
15128       2
15123       2
15124       2
15125       2
15126       2
15119       2
15108       2
15102       2
15103       2
15083       2
15081       2
15087       2
15088       2
15089       2
15079       2
15075       2
15070       2
15071       2
15072       2
15073       2
15063       2
15064       2
15050       2
15061       2
15067       2
15057       2
15052       2
15054       2
15055       2
14990       2
15046       2
14997       2
14998       2
14999       2
15002       2
15003       2
15004       2
15005       2
15006       2
14992       2
14993       2
14988       2
14995       2
14986       2
14978       2
14979       2
14981       2
14982       2
14983       2
14974       2
14975       2
14969       2
14970       2
14960       2
14965       2
14966       2
14967       2
14951       2
14952       2
14953       2
14955       2
14956       2
14957       2
14948       2
14944       2
14945       2
14946       2
15014       2
15015       2
15016       2
15017       2
15018       2
15019       2
15020       2
15021       2
15022       2
15023       2
15024       2
15025       2
15026       2
15027       2
15028       2
15029       2
15030       2
15031       2
15032       2
15033       2
15034       2
15035       2
15036       2
15037       2
15038       2
15039       2
15040       2
15041       2
15042       2
15043       2
15044       2
14938       2
14934       2
14930       2
14925       2
14926       2
14927       2
14894       2
14895       2
14896       2
14902       2
14912       2
14913       2
14914       2
14915       2
14857       2
14858       2
14859       2
14860       2
14861       2
14868       2
14879       2
14880       2
14881       2
14882       2
14883       2
14884       2
14851       2
14852       2
14853       2
14854       2
14855       2
14888       2
14891       2
14892       2
15499       2
15500       2
15501       2
15502       2
15503       2
15489       2
15490       2
15491       2
15492       2
15493       2
15471       2
15472       2
15473       2
15474       2
15475       2
15451       2
15454       2
15455       2
15456       2
15457       2
15480       2
15481       2
15482       2
15483       2
15484       2
15441       2
15425       2
15426       2
15427       2
15428       2
15429       2
15432       2
15433       2
15434       2
15435       2
15436       2
15437       2
15438       2
15439       2
15444       2
15422       2
15448       2
15449       2
15460       2
15461       2
15462       2
15463       2
15464       2
15465       2
15466       2
15467       2
15419       2
15353       2
15417       2
15409       2
15410       2
15411       2
15388       2
15389       2
15391       2
15394       2
15395       2
15396       2
15398       2
15399       2
15404       2
15379       2
15380       2
15367       2
15369       2
15371       2
15372       2
15374       2
15362       2
15363       2
15364       2
15365       2
15337       2
15338       2
15339       2
15341       2
15342       2
15343       2
15311       2
15312       2
15314       2
15320       2
15321       2
15322       2
15308       2
15309       2
15325       2
15328       2
15329       2
15333       2
15345       2
15346       2
15347       2
15348       2
