CustomerID  TotalAmountSpent
11425       11634.1343
11429       11567.5595
29503       11542.2556
29597       11509.0757
29939       11399.2362
29948       11325.5993
30023       11245.176
11428       10999.4574
11427       10959.3791
11431       10953.843
11423       10944.992
11249       10928.7485
11412       10917.3559
14186       10824.9337
11421       10806.9444
29806       10778.51
29665       10758.4855
29688       10718.0322
13592       10713.7817
29529       10626.7121
13605       10624.2768
14185       10522.9178
13575       10451.2918
14192       10444.3634
13577       10442.6064
14200       10411.2134
13595       10376.5385
11432       10309.8707
29611       10277.0964
29508       10227.5269
29872       10196.1966
29764       10131.4774
30115       10033.8172
29590       10009.4832
29501       9945.16
13257       9880.1145
13258       9819.6158
29887       9686.1306
29679       9680.9447
29756       9619.5049
29602       9613.3813
12128       9592.6248
29753       9571.9115
29971       9549.7189
12125       9497.9277
12129       9455.9377
29864       9411.4058
13600       9348.5764
14427       9338.6424
30084       9336.9338
15106       9305.5145
14775       9286.7295
14429       9275.6905
15692       9273.4916
15097       9256.6846
13602       9255.7895
13583       9254.6955
13581       9254.1431
13585       9246.9605
14940       9246.1428
14939       9245.8666
14207       9239.2366
13584       9239.2255
13591       9232.5735
14830       9222.6395
15691       9217.1256
14425       9207.1916
13576       9205.523
14181       9200.5727
15695       9198.2853
14428       9195.0476
14183       9195.0476
11767       9193.0587
14426       9192.8266
14189       9190.6387
14195       9189.5005
14198       9180.992
13590       9178.4616
15080       9177.3566
15118       9172.9477
14191       9172.9477
15354       9168.5055
11112       9165.9972
11766       9149.9305
12338       9132.8251
11101       9130.0847
11900       9123.9961
12003       9123.4326
11451       9115.6865
11995       9115.1562
11000       9115.1341
11058       9114.0622
11901       9114.0511
11986       9110.9792
11109       9110.7361
11120       9107.9515
29875       9104.4789
11446       9101.8961
11443       9099.6751
11762       9091.9511
11456       9088.0284
11054       9086.4372
11894       9086.4151
11343       9085.2991
11099       9078.669
11751       9077.5972
11904       9077.0226
12039       9075.3651
11977       9074.8126
11457       9073.6855
11007       9073.1551
11056       9069.2876
11918       9066.514
11080       9065.4422
12010       9064.8676
11897       9064.3372
11004       9056.5911
12009       9056.0276
11147       9056.0276
11072       9054.3701
11341       9052.1601
11899       9049.3976
11117       9044.414
11452       9042.2593
12000       9042.2151
11103       9041.6626
11093       9038.9001
11898       9037.8283
11916       9037.2537
11453       9035.563
11964       9031.7508
11450       9031.4524
11104       9031.1982
11969       9031.1872
11100       9030.6237
11919       9029.5297
11107       9028.9661
11994       9026.7782
11077       9026.7782
11952       9026.7451
11055       9025.6512
11914       9023.3859
11472       9023.2312
11070       9022.9328
11990       9021.2311
11754       9020.7008
11333       9020.4576
11337       9019.0101
11394       9018.9769
11381       9017.9272
11076       9015.7393
11465       9014.6343
11491       9014.6011
11095       9014.6011
11920       9012.7337
11905       9012.358
11334       9010.1922
11967       9009.0872
11060       9009.0872
11906       9006.8551
11761       9005.1865
11895       9004.6893
11750       9003.5622
12002       9000.5897
11765       8998.0483
11482       8998.0482
11915       8998.0151
11455       8996.9433
11459       8996.1697
11989       8994.1808
11003       8993.9155
11768       8993.6393
11460       8991.9597
12337       8991.3961
11111       8991.3851
11444       8990.3022
11907       8989.5397
11011       8987.0093
11448       8985.8711
11052       8985.1087
11993       8985.1087
11449       8984.0037
11764       8982.5672
11124       8982.5672
11061       8982.5672
11464       8982.0036
11991       8981.4622
11489       8980.8986
11108       8977.0643
11893       8975.9483
11992       8975.9482
11917       8974.0698
11005       8974.0698
11344       8972.3901
11892       8971.5283
11006       8971.5283
11896       8970.357
11462       8968.5447
11398       8966.0143
11002       8966.0143
12004       8966.0143
11910       8964.8983
12001       8964.8761
11092       8961.5722
11903       8959.3843
11008       8957.4726
11909       8956.3676
11069       8954.9754
11097       8949.4282
11445       8948.3232
11105       8946.0691
11912       8945.3287
11110       8942.7983
12302       8941.5381
11009       8940.9197
11488       8939.8147
11454       8938.3893
11461       8938.3893
11057       8937.2843
11010       8937.2843
11976       8936.4776
11151       8936.4776
11968       8927.3504
11908       8927.3504
11106       8927.3504
11988       8926.2122
11447       8926.2122
11353       8926.2122
11756       8926.2122
11351       8915.1733
11963       8915.1733
11075       8915.1733
12291       8915.0291
11096       8909.6593
11759       8899.7254
12298       8899.0177
12297       8864.9491
29775       8853.5804
12314       8837.7012
12130       8826.6403
29576       8792.733
12330       8766.4177
29771       8765.706
29944       8701.4222
13259       8678.1066
29952       8669.5054
29719       8614.0445
29812       8393.509
11240       8382.7842
29850       8381.6941
11238       8334.7609
29514       8324.8371
11239       8300.2629
13256       8281.842
29512       8265.899
13255       8169.3295
12657       8159.4287
16589       8114.7775
29644       8095.6663
13406       8067.1078
13579       8061.0193
17221       8058.0027
13580       8050.5549
17114       8039.2729
15093       8028.5433
13264       8028.4439
13265       8021.8139
15095       8017.5044
17184       8014.9518
15623       8007.7915
16263       8003.9129
16823       8002.7968
13260       7999.7139
16196       7997.2829
17198       7992.8629
15357       7991.7689
16594       7990.6639
15085       7988.4539
19031       7985.15
16207       7985.1389
15676       7983.2715
15678       7981.7908
16821       7979.5918
13792       7973.7685
15116       7970.2104
13794       7969.3264
17214       7968.586
14791       7967.9893
15675       7963.05
16831       7963.0389
16827       7961.9229
29851       7960.2602
16565       7960.0444
16206       7959.7018
15677       7956.9504
13261       7956.6411
18166       7956.4089
13606       7951.1161
16585       7947.591
11414       7946.906
11413       7944.6739
18173       7944.2318
15685       7943.149
17781       7942.0439
15932       7940.961
16829       7939.8339
16828       7936.8394
17209       7936.5521
16822       7929.90
17183       7929.3254
11244       7929.2039
13693       7924.596
16261       7923.8114
15625       7922.1761
11243       7916.4963
16204       7914.4411
13690       7914.0985
16567       7911.4686
13765       7903.0595
13777       7897.5124
16830       7888.2415
13784       7887.6006
11247       7880.3187
16598       7880.1971
11250       7863.4564
15094       7855.3042
12037       7853.3456
29599       7841.7414
29826       7834.8172
14203       7825.0161
11422       7818.1734
11548       7810.4384
15082       7810.2312
16587       7805.2367
11996       7799.8636
11485       7788.3716
18177       7783.1367
11999       7782.8135
14976       7779.8769
11997       7767.907
15626       7767.1252
12007       7761.277
11549       7761.266
13012       7754.2708
14773       7752.2519
17825       7752.1856
11496       7750.2381
14790       7740.0527
16298       7735.9642
16603       7735.6106
15637       7734.5277
15084       7733.9973
14424       7733.7432
17199       7732.3067
16588       7729.0137
16575       7729.0027
17811       7723.4888
15624       7723.4887
17225       7720.4942
11388       7720.3588
12005       7718.2152
18127       7715.1902
14931       7713.8421
17207       7712.4166
15926       7711.3116
17192       7710.2287
15117       7706.8917
15697       7706.8696
17202       7706.3391
15687       7706.1292
11494       7706.0601
18141       7705.0131
15699       7701.3777
11400       7699.397
14031       7695.6822
15684       7694.1952
13625       7693.1629
11998       7693.1206
15928       7690.8912
11468       7690.6012
11493       7689.4741
11387       7689.4741
15086       7689.2227
12216       7685.7277
17185       7684.8027
16826       7683.7088
15100       7682.6037
17203       7682.5485
17182       7680.4158
16205       7680.3827
16262       7679.2777
18126       7674.8687
17181       7673.7637
15929       7673.7637
15627       7672.6588
15101       7672.6256
16203       7668.5592
16824       7667.1448
19032       7667.1337
17103       7663.2662
15927       7660.8573
15933       7659.7302
18147       7658.3048
18135       7648.3488
16286       7647.2769
15114       7645.3542
16199       7643.9398
17093       7643.9398
16307       7643.9398
15702       7643.8845
12988       7641.5594
17220       7640.9121
18160       7640.6248
12335       7638.4211
12702       7636.7636
16309       7636.2048
12222       7634.5537
13626       7634.5426
17218       7632.8566
18168       7632.8456
16448       7632.1163
13082       7631.5606
12348       7631.2276
14030       7630.544
15693       7629.5859
18136       7629.5858
12685       7629.0397
13407       7629.0286
12239       7626.0688
16595       7626.0277
17191       7619.6519
13104       7618.3559
12684       7616.8515
12703       7614.6857
12215       7614.2563
16297       7613.0219
13629       7612.4647
13955       7611.7259
12647       7609.6911
13132       7603.0833
12680       7602.5087
13965       7593.9906
11609       7593.6797
13616       7593.6244
13960       7593.2723
13122       7592.9298
18158       7590.9219
12701       7589.6259
12688       7588.5208
14941       7586.455
12339       7586.3329
13091       7585.7694
13644       7585.228
12686       7585.2279
12346       7585.2279
12658       7584.1009
13076       7582.6629
12700       7580.7858
12653       7580.3976
12676       7579.7029
14032       7579.6698
13959       7578.5523
12994       7575.2608
13139       7574.1669
12705       7573.7897
12706       7570.8077
12995       7569.8891
13078       7569.7579
13620       7567.1155
12645       7566.7744
12689       7565.8463
12637       7563.8557
13251       7563.0822
13080       7563.0712
13075       7562.5534
13646       7562.1762
13970       7561.6678
13103       7561.0712
13966       7560.5408
13622       7559.7798
13953       7559.0284
12341       7558.8833
12999       7558.7079
13160       7557.6029
12668       7557.6029
12347       7557.2257
13958       7556.6954
13632       7556.498
12644       7556.1207
12342       7556.1207
13113       7549.8127
13638       7549.4907
13636       7549.0944
14020       7549.0944
13051       7549.0724
13117       7548.7172
12990       7546.564
12674       7546.564
13119       7546.5419
12263       7546.4645
12630       7542.1329
12210       7542.1219
13630       7541.3263
12317       7539.8787
13129       7539.5789
12693       7536.619
13252       7536.6079
13411       7535.5029
14038       7535.1257
13011       7535.1147
12355       7534.0097
12648       7533.4461
13128       7532.9378
13631       7532.9158
12989       7532.9158
13645       7532.9158
13126       7530.6616
13133       7528.4957
12667       7528.4957
12675       7528.1105
13090       7527.7222
13649       7527.4018
13404       7527.3907
13651       7527.3907
12356       7525.1918
14033       7525.0055
12318       7523.0039
12996       7523.0039
14039       7522.9818
13619       7522.9486
13114       7522.2319
13964       7521.1269
11575       7520.7608
29965       7520.2499
12687       7520.044
14045       7518.5618
12214       7518.3297
13633       7517.4679
12315       7517.4568
12671       7516.3518
12683       7515.6019
13254       7515.2468
13089       7514.4969
13000       7513.3919
12316       7513.3919
13643       7513.3919
13001       7513.3683
12699       7511.9318
13130       7510.8489
12354       7510.8268
14949       7509.1381
11612       7508.6057
15059       7506.8618
13647       7506.4289
13408       7505.2907
12328       7505.2797
12350       7504.8834
12669       7504.1637
11568       7502.353
12358       7500.4744
12634       7500.4744
12698       7499.3584
11610       7499.0159
11604       7498.6607
12677       7497.944
12694       7497.5668
12670       7497.5668
12681       7496.4618
13115       7491.2572
13637       7488.7268
13253       7485.7669
13135       7484.3178
13081       7483.2239
12349       7483.2128
13971       7483.2018
11259       7481.5131
12673       7478.7929
13650       7478.7929
11603       7477.6879
13077       7477.1243
12353       7475.833
13123       7475.8093
13648       7475.8093
13618       7473.2789
13006       7472.1739
12987       7469.214
11263       7463.2364
12640       7461.1018
13079       7461.1018
12340       7461.1018
14146       7459.3689
12360       7459.2801
15056       7457.7003
14846       7452.7499
11191       7451.656
13131       7444.5489
15440       7443.8989
14702       7436.1749
14847       7431.7549
29490       7431.0704
11171       7421.7879
11175       7415.1579
14950       7414.0971
14928       7410.7599
14991       7410.7599
14150       7409.677
11090       7408.0085
14984       7403.0249
14843       7393.091
15048       7393.091
14771       7391.986
11224       7387.577
11252       7387.5439
15062       7386.472
14697       7386.461
14160       7381.0686
14833       7380.9581
14770       7380.947
11257       7378.505
15078       7376.5381
14778       7374.2507
15077       7374.2507
15047       7369.875
14525       7365.466
14712       7359.9521
14947       7357.731
14937       7351.4435
11261       7348.9131
15051       7348.9131
15453       7348.9131
14157       7348.9131
14929       7344.471
15058       7336.736
11039       7333.421
13841       7320.1831
11046       7311.5752
14171       7310.3486
15923       7285.022
11027       7283.6849
11047       7273.4748
11025       7267.3641
11026       7266.2481
14163       7256.5572
11029       7254.6456
15921       7236.9655
29662       7226.5175
13541       7223.0425
13771       7221.9375
29854       7219.9268
11018       7219.2745
13540       7213.639
11032       7210.7439
13822       7208.1471
12805       7207.0532
11044       7199.4066
13782       7195.97
29845       7194.1139
13685       7193.2076
13559       7192.1246
12754       7186.0361
13558       7182.7432
12398       7181.0857
11048       7180.5553
14161       7179.4172
13556       7179.4171
11033       7177.2955
13686       7175.0303
12750       7173.3618
11034       7172.9087
12607       7170.9086
13697       7166.6654
14164       7165.6046
13555       7165.3173
12620       7161.5272
11031       7158.8531
11028       7154.4552
14162       7153.4386
11030       7150.8087
12621       7150.6871
13607       7143.8582
14713       7140.1896
13560       7130.8193
11035       7128.6977
12510       7117.3272
11038       7113.2498
14774       7110.3878
11017       7109.9127
13770       7103.1943
30102       7095.0672
29959       7093.4713
11001       7054.1875
29573       7004.4814
29621       6997.2556
15710       6979.7354
15700       6903.5235
15920       6903.5124
15688       6874.7825
19614       6870.0171
20452       6803.1536
18696       6795.2749
18336       6790.3024
20622       6784.247
18746       6779.2745
18338       6767.661
18242       6764.4896
18496       6764.4896
19960       6762.7216
18297       6762.147
28259       6761.0641
19560       6760.0475
17351       6760.0475
18296       6760.0475
20609       6760.0475
20621       6760.0475
28194       6756.8651
18269       6755.0861
19555       6752.2131
18276       6747.7931
18273       6745.1521
18268       6742.92
19970       6739.5056
16740       6739.5056
18240       6738.931
19794       6738.931
18710       6738.931
18709       6738.8868
19950       6738.8868
19595       6735.0635
18928       6735.0635
17285       6732.9861
20239       6732.9861
19089       6732.9861
19613       6732.9861
20623       6732.9861
20228       6732.9861
18288       6732.9861
18214       6732.9861
19084       6732.9861
20616       6732.9861
19609       6732.9861
18484       6732.9861
18188       6732.9861
19602       6732.9861
18309       6730.102
19096       6730.102
16703       6730.102
19979       6730.102
18908       6730.102
16713       6730.102
18207       6728.997
19790       6728.997
20217       6728.997
19782       6728.997
17280       6728.997
18738       6728.997
18747       6728.997
29619       6724.719
20444       6724.577
20245       6724.577
17984       6721.9029
16688       6719.6156
18489       6719.6156
18281       6719.6156
11776       6717.5603
11741       6717.5603
20445       6716.9746
19785       6714.6541
11323       6712.3668
18691       6708.002
18213       6708.002
16744       6708.002
16687       6708.002
17502       6708.002
16743       6708.002
18277       6708.002
20242       6705.6373
20226       6704.2561
18255       6704.2561
18485       6699.8471
28243       6697.2172
20220       6696.8526
17051       6696.8526
20612       6696.8526
20629       6696.8526
20615       6696.8526
18706       6696.8526
16693       6696.8526
19956       6696.8526
18931       6696.8526
19978       6696.8526
22995       6696.8526
19568       6696.8526
15614       6695.394
11295       6694.3663
18250       6694.3221
19576       6694.3221
20617       6694.3221
18241       6694.3221
19791       6694.3221
18243       6694.3221
19789       6694.3221
18272       6692.5541
19975       6692.5541
18209       6692.5541
19105       6692.5541
20247       6692.5541
19792       6692.5541
18301       6692.5541
19586       6692.5541
16741       6692.5541
20628       6692.5541
20613       6692.5541
20430       6692.5541
18217       6692.5541
18483       6692.5541
19588       6692.5541
19964       6692.5541
20225       6692.5541
20600       6692.5541
19959       6692.5541
19788       6692.5541
19559       6692.5541
18488       6692.5541
18740       6692.5541
19596       6692.5541
19971       6692.5541
19793       6692.5541
19773       6692.5541
19095       6692.5541
19965       6692.5541
18491       6692.5541
18205       6692.5541
22893       6692.4436
18708       6692.4436
19947       6692.4436
18724       6692.4436
19958       6692.4436
20227       6689.9132
22903       6689.9132
19949       6689.9132
19611       6689.9132
19963       6689.9132
19787       6689.9132
20451       6689.9132
19607       6689.9132
20606       6689.9132
18731       6689.7364
28255       6686.6976
27645       6686.6976
22252       6682.2887
22112       6682.2887
28031       6682.2887
27663       6682.2887
20627       6679.272
18249       6679.272
19795       6679.272
18210       6679.272
20620       6679.272
20448       6679.272
18725       6679.272
20219       6679.272
18222       6679.272
16742       6679.272
19977       6679.272
11325       6678.8411
28288       6673.4266
19099       6672.6089
18219       6672.6089
20626       6672.6089
18494       6671.8685
18308       6671.8685
19577       6671.8685
18248       6671.8685
29914       6671.2946
18736       6669.3381
20608       6669.3381
20253       6669.3381
17353       6669.3381
18335       6669.3381
18718       6669.3381
19093       6669.3381
18260       6669.3381
18930       6669.3381
18692       6669.3381
20221       6669.3381
20447       6669.3381
19628       6669.3381
18251       6669.3381
18694       6669.3381
18208       6669.3381
19957       6669.3381
18909       6669.3381
22996       6669.3381
20614       6669.3381
20246       6669.3381
19556       6669.3381
22268       6664.5976
19772       6663.8241
18246       6663.8241
17315       6663.8241
18303       6663.8241
18238       6663.8241
18482       6663.8241
18239       6663.8241
17309       6663.8241
22785       6662.6749
18302       6662.6749
18929       6662.6749
17286       6662.6749
20446       6662.6749
17354       6662.6749
18284       6662.6749
20259       6662.6749
18490       6662.6749
20213       6662.6749
19558       6662.6749
18493       6662.6749
20258       6662.6749
18695       6662.6749
17310       6662.6749
20456       6662.6749
19102       6662.6749
20625       6662.6749
18212       6662.6749
19967       6662.6749
19612       6662.6749
22895       6662.6749
20256       6662.6749
28244       6659.0726
28063       6659.0726
28152       6657.9787
11707       6657.8682
12050       6656.2217
28068       6654.1112
27651       6654.1112
23074       6654.1112
23057       6654.1112
28099       6654.1112
18218       6653.8902
20611       6653.8902
17279       6653.8902
18716       6653.8902
18275       6653.8902
18252       6653.8902
20244       6653.8902
19786       6653.8902
20610       6653.8902
19797       6653.8902
18735       6653.8902
18337       6653.8902
20624       6653.8902
18486       6653.8902
18254       6653.8902
19783       6653.8902
18220       6653.8902
19966       6653.8902
20450       6653.8902
18469       6653.8902
20238       6653.8902
18495       6653.8902
19594       6653.8902
19974       6653.8902
17352       6653.8902
18245       6653.8902
19951       6653.8902
19948       6653.8902
16702       6653.8902
19968       6653.8902
18737       6653.8902
17308       6653.8902
19784       6653.8902
18307       6653.8902
18244       6653.8902
19621       6653.8902
19094       6653.8902
18470       6653.8902
18693       6653.8902
18487       6653.8902
19561       6653.8902
19083       6653.8902
17329       6653.8902
16745       6653.8902
12843       6650.1774
17985       6648.4094
28224       6648.0447
28193       6648.0447
28250       6648.0447
27919       6648.0447
11299       6646.8403
13511       6643.5142
12018       6642.9728
28078       6642.4976
27636       6642.4976
28131       6642.4976
16310       6641.2269
12079       6639.0611
27668       6637.2489
28061       6636.9837
22182       6636.9837
12118       6634.6411
16495       6632.4642
16404       6632.3869
17833       6629.3923
11282       6628.5967
12755       6628.5857
27616       6628.4641
28240       6628.4641
27615       6628.4641
27918       6628.4641
12041       6628.0442
11539       6627.4917
12103       6627.4917
28067       6627.0497
27669       6627.0497
28296       6627.0497
27606       6627.0497
28190       6627.0497
28158       6627.0497
28264       6627.0497
22233       6627.0497
28070       6627.0497
28268       6627.0497
27667       6627.0497
22881       6627.0497
28285       6627.0497
28156       6627.0497
27646       6627.0497
28076       6627.0497
23113       6627.0497
28191       6627.0497
28065       6627.0497
27662       6627.0497
27920       6627.0497
27671       6627.0497
28066       6627.0497
22121       6627.0497
23114       6625.9337
11796       6624.6961
11934       6624.1657
14155       6622.5524
12083       6622.5524
12143       6622.5524
12105       6622.5524
22232       6613.7676
28038       6613.7676
28196       6613.7676
12784       6613.6682
12084       6613.6571
11854       6613.6461
27623       6612.6184
11270       6612.5632
12613       6612.0328
11773       6612.0328
12171       6612.0328
12437       6611.4582
12779       6608.1542
12789       6608.1432
12141       6607.0382
28159       6606.3641
22247       6606.3641
22765       6606.3641
15621       6605.4028
14158       6604.2978
12026       6604.2978
11939       6604.2978
14861       6604.2978
13691       6604.2978
28257       6603.8337
22234       6603.8337
27670       6603.8337
28234       6603.8337
28246       6603.8337
22373       6603.8337
27617       6603.8337
12078       6602.6292
12167       6602.6292
11272       6602.6292
12042       6602.6292
16638       6601.5242
12279       6601.5242
13536       6600.4303
11541       6600.4303
11810       6600.4303
12261       6600.4303
11271       6600.4303
12053       6600.4303
16630       6600.4303
16623       6600.4303
11780       6600.4303
12071       6600.4303
13514       6600.4303
11797       6599.8667
22889       6598.3197
28030       6598.3197
27621       6598.3197
22901       6598.3197
